				Velocity Center-point Mean mm/s	Cruising Frequency	Cruising Cumulative Duration s	Bursting Frequency	Bursting Cumulative Duration s	Freezing  Frequency	Freezing  Cumulative Duration s	Turn angle Center-point / relative Mean deg	Meander Center-point / relative Mean deg/mm	Angular velocity Center-point / relative Mean deg/s	Distance moved Center-point Total mm
T3	Trial     2	B3	0:40:00-0:41:00	1.48193	59	3.4	0	0	60	56.52	-4.70086	-282.107	-117.522	88.797
T3	Trial     2	B3	0:41:00-0:42:00	2.08068	85	5.68	0	0	86	54.32	-1.46578	99.5513	-36.6444	124.841
T3	Trial     2	B3	0:42:00-0:43:00	1.48936	42	3.04	0	0	43	56.96	0.773675	241.061	19.3419	89.3614
T3	Trial     2	B3	0:43:00-0:44:00	1.7993	66	4.68	0	0	68	55.24	-0.00958329	243.688	-0.239582	107.814
T3	Trial     2	B3	0:44:00-0:45:00	2.26156	75	6.48	0	0	76	53.52	-6.37497	-707.268	-159.374	135.694
T3	Trial     2	B3	0:45:00-0:46:00	1.48976	45	2.88	0	0	46	57.12	-0.204273	-68.1191	-5.10683	89.3853
T3	Trial     2	B3	0:46:00-0:47:00	1.36775	47	3.04	0	0	49	56.88	-1.36661	-324.804	-34.1652	81.9556
T3	Trial     2	B3	0:47:00-0:48:00	1.22327	35	2.16	0	0	36	57.84	-1.53332	504.899	-38.333	73.3963
T3	Trial     2	B3	0:48:00-0:49:00	1.22985	45	2.72	0	0	47	57.2	-0.133216	217.996	-3.3304	73.6928
T3	Trial     2	B3	0:49:00-0:50:00	2.13976	68	5.56	0	0	68	54.44	-2.28642	26.0429	-57.1604	128.386
T3	Trial     2	C6	0:00:00-0:01:00	7.47496	112	21.88	0	0	113	37.88	1.53122	122.6	38.2804	446.703
T3	Trial     2	C6	0:01:00-0:02:00	3.41004	138	11.6	0	0	138	48.4	2.16684	221.623	54.1711	204.602
T3	Trial     2	C6	0:02:00-0:03:00	8.78847	178	27.72	0	0	178	32.28	-0.344003	63.0509	-8.60007	527.308
T3	Trial     2	C6	0:03:00-0:04:00	7.39001	190	24.68	0	0	191	35.24	-0.974548	-15.4624	-24.3637	442.809
T3	Trial     2	C6	0:04:00-0:05:00	7.57862	185	25.4	0	0	184	34.6	1.67163	101.621	41.7907	454.717
T3	Trial     2	C6	0:05:00-0:06:00	7.09765	204	24.72	0	0	203	35.28	-0.927982	192.267	-23.1996	425.859
T3	Trial     2	C6	0:06:00-0:07:00	5.95228	202	21.08	0	0	202	38.84	0.286831	-51.0505	7.17079	356.661
T3	Trial     2	C6	0:07:00-0:08:00	7.26705	197	25.76	0	0	196	34.24	-0.342725	-62.1034	-8.56812	436.023
T3	Trial     2	C6	0:08:00-0:09:00	6.32698	165	20.84	0	0	166	39.08	3.59376	221.545	89.8439	379.113
T3	Trial     2	C6	0:09:00-0:10:00	5.31804	189	18.36	0	0	189	41.64	0.899177	123.766	22.4794	319.082
T3	Trial     2	C6	0:10:00-0:11:00	4.20083	173	14.12	0	0	174	45.88	2.02153	135.895	50.5383	252.05
T3	Trial     2	C6	0:11:00-0:12:00	3.29957	126	9.56	0	0	128	50.36	3.6112	216.545	90.2801	197.71
T3	Trial     2	C6	0:12:00-0:13:00	2.62646	147	8.88	0	0	148	51.12	-0.393323	-37.9823	-9.83307	157.588
T3	Trial     2	C6	0:13:00-0:14:00	2.21314	103	6.52	0	0	102	53.48	3.77599	73.4518	94.3997	132.788
T3	Trial     2	C6	0:14:00-0:15:00	2.93809	171	10.2	0	0	172	49.72	0.708481	107.462	17.712	176.05
T3	Trial     2	C6	0:15:00-0:16:00	3.22264	176	10.8	0	0	177	49.2	4.57744	167.794	114.436	193.358
T3	Trial     2	C6	0:16:00-0:17:00	2.99806	155	10.24	0	0	156	49.68	0.0182654	-83.9	0.456635	179.644
T3	Trial     2	C6	0:17:00-0:18:00	3.53599	203	13.68	0	0	203	46.32	2.43864	142.648	60.9659	212.16
T3	Trial     2	C6	0:18:00-0:19:00	3.97989	216	15.52	0	0	216	44.48	2.62524	82.8455	65.6311	238.794
T3	Trial     2	C6	0:19:00-0:20:00	4.38917	225	16.68	0	0	224	43.24	-0.328012	35.9776	-8.2003	262.999
T3	Trial     2	C6	0:20:00-0:21:00	3.48672	158	12.32	0	0	159	47.68	3.55372	-89.779	88.8429	209.203
T3	Trial     2	C6	0:21:00-0:22:00	4.74685	158	15.76	0	0	159	44.24	0.0313105	-217.672	0.782763	284.811
T3	Trial     2	C6	0:22:00-0:23:00	4.49449	158	14.68	0	0	160	45.24	0.13381	-36.7173	3.34524	269.31
T3	Trial     2	C6	0:23:00-0:24:00	5.63291	173	18.72	0	0	174	41.28	1.31844	88.0837	32.9609	337.975
T3	Trial     2	C6	0:24:00-0:25:00	8.60293	157	21.64	0	0	159	38.28	-2.86856	-197.666	-71.7141	515.487
T3	Trial     2	C6	0:25:00-0:26:00	4.70296	187	15.92	0	0	188	44.08	1.72685	3.54587	43.1712	282.178
T3	Trial     2	C6	0:26:00-0:27:00	5.16806	186	17.24	0	0	187	42.76	1.54953	64.0805	38.7383	310.084
T3	Trial     2	C6	0:27:00-0:28:00	3.99639	184	14.16	0	0	186	45.76	1.05886	-109.011	26.4716	239.463
T3	Trial     2	C6	0:28:00-0:29:00	3.13978	136	9.92	0	0	137	50.08	-0.515709	77.6341	-12.8927	188.387
T3	Trial     2	C6	0:29:00-0:30:00	3.98012	167	13.48	0	0	167	46.52	2.39192	-53.6003	59.798	238.807
T3	Trial     2	C6	0:30:00-0:31:00	3.52622	166	13.2	0	0	167	46.72	-5.32459	20.5784	-133.115	211.291
T3	Trial     2	C6	0:31:00-0:32:00	5.08435	186	17.92	0	0	187	42.08	0.650613	81.0817	16.2653	305.061
T3	Trial     2	C6	0:32:00-0:33:00	2.53749	132	7.8	0	0	133	52.12	5.1733	290.172	129.333	152.047
T3	Trial     2	C6	0:33:00-0:34:00	3.25173	198	12.72	0	0	198	47.28	3.92883	84.2731	98.2208	195.104
T3	Trial     2	C6	0:34:00-0:35:00	4.58963	209	16.84	0	0	209	43.16	5.52757	221.759	138.189	275.378
T3	Trial     2	C6	0:35:00-0:36:00	5.54697	218	20.4	0	0	219	39.52	5.88989	-251.828	147.247	332.374
T3	Trial     2	C6	0:36:00-0:37:00	5.83459	247	22.8	0	0	247	37.2	2.97298	134.428	74.3246	350.076
T3	Trial     2	C6	0:37:00-0:38:00	5.27153	219	20	0	0	219	40	2.57149	109.271	64.2871	316.292
T3	Trial     2	C6	0:38:00-0:39:00	5.72404	252	22.24	0	0	253	37.68	4.00277	56.6038	100.069	342.985
T3	Trial     2	C6	0:39:00-0:40:00	4.66489	257	19.72	0	0	257	40.28	2.92927	119.08	73.2316	279.894
T3	Trial     2	C6	0:40:00-0:41:00	6.13436	197	21.12	0	0	199	38.8	-1.09005	63.7826	-27.2514	367.571
T3	Trial     2	C6	0:41:00-0:42:00	7.04028	192	23.2	0	0	193	36.8	0.342838	69.7324	8.57094	422.417
T3	Trial     2	C6	0:42:00-0:43:00	5.53839	193	19.52	0	0	194	40.48	-1.40735	-143.388	-35.1838	332.303
T3	Trial     2	C6	0:43:00-0:44:00	5.12716	179	16.48	0	0	179	43.44	0.850887	142.421	21.2722	307.22
T3	Trial     2	C6	0:44:00-0:45:00	5.39078	166	16.84	0	0	167	43.16	1.5363	106.946	38.4075	323.447
T3	Trial     2	C6	0:45:00-0:46:00	4.38136	159	14.36	0	0	160	45.64	3.02226	74.5848	75.5565	262.882
T3	Trial     2	C6	0:46:00-0:47:00	4.45558	185	15.32	0	0	185	44.6	0.350098	108.575	8.75244	266.979
T3	Trial     2	C6	0:47:00-0:48:00	4.79581	175	15.64	0	0	174	44.36	1.28333	26.094	32.0834	287.749
T3	Trial     2	C6	0:48:00-0:49:00	4.97306	195	17.24	0	0	196	42.68	0.545451	110.304	13.6363	297.986
T3	Trial     2	C6	0:49:00-0:50:00	5.31971	185	17.68	0	0	186	42.32	2.7659	318.587	69.1474	319.183
T3	Trial     2	D2	0:00:00-0:01:00	1.7542	53	4.72	0	0	55	55.04	-3.52197	-200.749	-88.0491	104.831
T3	Trial     2	D2	0:01:00-0:02:00	1.94935	60	5.44	0	0	61	54.56	0.379128	-30.1098	9.4782	116.961
T3	Trial     2	D2	0:02:00-0:03:00	1.95806	57	5.28	0	0	58	54.72	-0.124597	184.751	-3.11493	117.484
T3	Trial     2	D2	0:03:00-0:04:00	1.98868	60	5.36	0	0	62	54.56	-0.277974	97.3988	-6.94934	119.162
T3	Trial     2	D2	0:04:00-0:05:00	2.46905	72	6.92	0	0	73	53.08	2.17293	62.9736	54.3232	148.143
T3	Trial     2	D2	0:05:00-0:06:00	2.54652	86	7.4	0	0	87	52.6	3.1623	235.513	79.0574	152.791
T3	Trial     2	D2	0:06:00-0:07:00	3.29353	113	10.2	0	0	115	49.72	0.960673	48.623	24.0168	197.348
T3	Trial     2	D2	0:07:00-0:08:00	7.42394	129	21.28	0	0	130	38.72	2.44103	-31.8304	61.0258	445.437
T3	Trial     2	D2	0:08:00-0:09:00	7.32146	121	21.12	0	0	123	38.8	-2.53689	-183.434	-63.4222	438.702
T3	Trial     2	D2	0:09:00-0:10:00	2.35543	58	6.12	0	0	58	53.88	-0.234259	473.417	-5.85647	141.326
T3	Trial     2	D2	0:10:00-0:11:00	3.64528	128	11.56	0	0	129	48.44	-1.41684	-477.358	-35.4209	218.717
T3	Trial     2	D2	0:11:00-0:12:00	3.40836	125	10.36	0	0	127	49.56	-4.44018	-319.409	-111.005	204.229
T3	Trial     2	D2	0:12:00-0:13:00	5.34879	138	13.96	0	0	138	46.04	-0.578237	-154.641	-14.4559	320.927
T3	Trial     2	D2	0:13:00-0:14:00	3.77016	145	13.2	0	0	145	46.8	0.858752	195.048	21.4688	226.21
T3	Trial     2	D2	0:14:00-0:15:00	4.41862	175	16.2	0	0	177	43.72	-1.06222	72.3683	-26.5556	264.764
T3	Trial     2	D2	0:15:00-0:16:00	4.52427	177	15.8	0	0	178	44.2	-1.30503	-149.231	-32.6258	271.456
T3	Trial     2	D2	0:16:00-0:17:00	4.52341	169	15.68	0	0	170	44.24	1.30926	319.923	32.7316	271.043
T3	Trial     2	D2	0:17:00-0:18:00	4.31082	184	14.76	0	0	184	45.24	-4.73429	-88.2799	-118.357	258.649
T3	Trial     2	D2	0:18:00-0:19:00	3.67777	169	12.52	0	0	169	47.48	2.21702	-29.0462	55.4254	220.666
T3	Trial     2	D2	0:19:00-0:20:00	4.33995	183	15.48	0	0	184	44.44	0.2307	66.5275	5.76749	260.05
T3	Trial     2	D2	0:20:00-0:21:00	7.24219	164	21.68	0	0	163	38.32	-0.739936	48.1906	-18.4984	434.532
T3	Trial     2	D2	0:21:00-0:22:00	5.86573	136	16.72	0	0	135	43.28	-0.814164	77.0792	-20.3541	351.944
T3	Trial     2	D2	0:22:00-0:23:00	4.0267	106	11.12	0	0	107	48.8	-3.07017	-311.837	-76.7542	241.28
T3	Trial     2	D2	0:23:00-0:24:00	5.417	107	14.32	0	0	108	45.68	0.00952267	-126.759	0.238067	325.02
T3	Trial     2	D2	0:24:00-0:25:00	5.70285	115	15.84	0	0	117	44.08	1.67167	23.8196	41.7917	341.715
T3	Trial     2	D2	0:25:00-0:26:00	5.44002	115	15.6	0	0	115	44.4	-0.269172	131.367	-6.7293	326.401
T3	Trial     2	D2	0:26:00-0:27:00	5.6405	115	15.56	0	0	115	44.44	0.371935	134.711	9.29838	338.43
T3	Trial     2	D2	0:27:00-0:28:00	5.52793	149	16.72	0	0	148	43.2	1.35796	-24.2314	33.9491	331.233
T3	Trial     2	D2	0:28:00-0:29:00	6.73786	145	19.96	0	0	146	40.04	0.0547018	-28.9547	1.36754	404.272
T3	Trial     2	D2	0:29:00-0:30:00	5.83794	137	17.44	0	0	138	42.56	1.50664	255.212	37.6661	350.276
T3	Trial     2	D2	0:30:00-0:31:00	3.51906	145	11.4	0	0	146	48.52	2.41072	241.431	60.268	210.862
T3	Trial     2	D2	0:31:00-0:32:00	4.10486	185	14.92	0	0	185	45.08	-2.51707	-10.1746	-62.9267	246.291
T3	Trial     2	D2	0:32:00-0:33:00	4.53385	203	16.24	0	0	205	43.68	1.62039	-28.5089	40.5097	271.668
T3	Trial     2	D2	0:33:00-0:34:00	5.26869	217	18.68	0	0	218	41.32	-0.306771	-47.6228	-7.66928	316.121
T3	Trial     2	D2	0:34:00-0:35:00	7.76685	217	26.04	0	0	217	33.96	0.640065	-24.1561	16.0016	466.011
T3	Trial     2	D2	0:35:00-0:36:00	5.30629	179	16.64	0	0	181	43.28	1.55503	15.9869	38.8757	317.953
T3	Trial     2	D2	0:36:00-0:37:00	7.7892	191	24.32	0	0	192	35.68	1.01728	-70.5761	25.4321	467.352
T3	Trial     2	D2	0:37:00-0:38:00	4.80337	174	14.24	0	0	174	45.76	4.59498	171.92	114.874	288.202
T3	Trial     2	D2	0:38:00-0:39:00	4.40851	177	14.96	0	0	179	44.96	3.13793	112.845	78.4483	264.158
T3	Trial     2	D2	0:39:00-0:40:00	5.15224	191	16.84	0	0	192	43.16	0.646937	142.486	16.1734	309.134
T3	Trial     2	D2	0:40:00-0:41:00	7.69483	132	19.92	0	0	134	40	-1.18763	189.525	-29.6907	461.074
T3	Trial     2	D2	0:41:00-0:42:00	2.8726	43	6.92	0	0	44	53.08	1.95541	2.37385	48.8852	172.356
T3	Trial     2	D2	0:42:00-0:43:00	2.57294	71	6.84	0	0	72	53.16	-0.0666934	1343.19	-1.66734	154.376
T3	Trial     2	D2	0:43:00-0:44:00	6.27549	134	18.56	0	0	133	41.36	-1.42687	-157.064	-35.6718	376.028
T3	Trial     2	D2	0:44:00-0:45:00	5.52098	113	15.28	0	0	114	44.72	1.01535	77.9434	25.3838	331.259
T3	Trial     2	D2	0:45:00-0:46:00	5.13679	112	14.28	0	0	111	45.72	-2.57043	158.128	-64.2608	308.208
T3	Trial     2	D2	0:46:00-0:47:00	5.4122	109	15.68	0	0	110	44.24	-2.42038	87.394	-60.5095	324.299
T3	Trial     2	D2	0:47:00-0:48:00	5.60946	111	15.52	0	0	112	44.48	4.07489	231.964	101.872	336.568
T3	Trial     2	D2	0:48:00-0:49:00	7.71324	96	18.16	0	0	96	41.76	2.47764	75.3929	61.941	462.177
T3	Trial     2	D2	0:49:00-0:50:00	4.08548	75	11.24	0	0	75	48.76	-1.44744	-154.833	-36.1859	245.129
T3	Trial     2	D4	0:00:00-0:01:00	6.19084	133	18.16	0	0	135	41.6	-0.632852	-16.2852	-15.8213	369.965
T3	Trial     2	D4	0:01:00-0:02:00	7.99107	154	25.24	0	0	154	34.76	-0.888961	-60.1147	-22.224	479.464
T3	Trial     2	D4	0:02:00-0:03:00	6.52591	143	21.04	0	0	143	38.96	-0.224623	-178.416	-5.61557	391.554
T3	Trial     2	D4	0:03:00-0:04:00	6.68346	146	21.16	0	0	148	38.76	-0.36503	-98.5853	-9.12576	400.473
T3	Trial     2	D4	0:04:00-0:05:00	4.2238	102	12.96	0	0	103	47.04	-2.09365	-99.9926	-52.3412	253.428
T3	Trial     2	D4	0:05:00-0:06:00	7.72689	158	24.72	0	0	159	35.28	-4.10654	-168.84	-102.663	463.613
T3	Trial     2	D4	0:06:00-0:07:00	6.39804	148	19.84	0	0	148	40.08	0.567612	43.549	14.1903	383.371
T3	Trial     2	D4	0:07:00-0:08:00	6.78339	112	19.12	0	0	112	40.88	-3.20417	-424.695	-80.1043	407.004
T3	Trial     2	D4	0:08:00-0:09:00	8.78415	145	26.48	0	0	146	33.44	-0.65087	63.8365	-16.2718	526.346
T3	Trial     2	D4	0:09:00-0:10:00	5.75191	115	16.52	0	0	116	43.48	2.94891	146.015	73.7227	345.115
T3	Trial     2	D4	0:10:00-0:11:00	6.46242	182	21.2	0	0	182	38.8	1.19781	14.6614	29.9452	387.745
T3	Trial     2	D4	0:11:00-0:12:00	8.0266	248	29.2	0	0	248	30.72	2.83991	-68.6501	70.9976	480.954
T3	Trial     2	D4	0:12:00-0:13:00	6.02336	203	21.68	0	0	204	38.32	-2.3312	190.419	-58.28	361.401
T3	Trial     2	D4	0:13:00-0:14:00	6.13577	207	21.6	0	0	207	38.4	4.33404	175.904	108.351	368.146
T3	Trial     2	D4	0:14:00-0:15:00	3.16051	147	11.08	0	0	149	48.84	2.7095	32.0989	67.7375	189.378
T3	Trial     2	D4	0:15:00-0:16:00	3.34509	159	12.52	0	0	159	47.48	-0.92612	129.615	-23.153	200.706
T3	Trial     2	D4	0:16:00-0:17:00	4.12604	165	15.28	0	0	166	44.64	-1.36289	125.51	-34.0721	247.233
T3	Trial     2	D4	0:17:00-0:18:00	5.08403	173	18.32	0	0	174	41.68	4.29693	262.912	107.423	305.042
T3	Trial     2	D4	0:18:00-0:19:00	6.17322	188	20.96	0	0	187	39.04	3.22287	151.395	80.5718	370.393
T3	Trial     2	D4	0:19:00-0:20:00	5.49182	172	17.56	0	0	172	42.36	1.49906	112.873	37.4766	329.07
T3	Trial     2	D4	0:20:00-0:21:00	2.65091	120	8.08	0	0	121	51.92	0.724554	-233.445	18.1138	159.054
T3	Trial     2	D4	0:21:00-0:22:00	2.29278	106	6.84	0	0	107	53.16	-1.49321	-61.2191	-37.3303	137.567
T3	Trial     2	D4	0:22:00-0:23:00	0.746482	4	0.2	0	0	6	59.72	-3.93425	-171.19	-98.3562	44.7292
T3	Trial     2	D4	0:23:00-0:24:00	2.57512	100	8.04	0	0	101	51.96	-0.37856	30.8681	-9.46401	154.507
T3	Trial     2	D4	0:24:00-0:25:00	6.76644	152	21.6	0	0	152	38.32	-2.70326	-44.7119	-67.5814	405.445
T3	Trial     2	D4	0:25:00-0:26:00	5.69244	95	16.12	0	0	95	43.88	-0.502243	-104.301	-12.5561	341.547
T3	Trial     2	D4	0:26:00-0:27:00	5.99422	99	16.96	0	0	99	43.04	0.786964	105.785	19.6741	359.653
T3	Trial     2	D4	0:27:00-0:28:00	5.87167	108	17.8	0	0	110	42.12	2.48544	75.4572	62.1361	351.83
T3	Trial     2	D4	0:28:00-0:29:00	7.08123	151	23.08	0	0	152	36.92	-2.7	0.850792	-67.4999	424.874
T3	Trial     2	D4	0:29:00-0:30:00	6.36551	157	21.4	0	0	158	38.6	0.98473	-43.0184	24.6183	381.931
T3	Trial     2	D4	0:30:00-0:31:00	3.86998	104	11.68	0	0	104	48.24	7.53515	384.372	188.379	231.889
T3	Trial     2	D4	0:31:00-0:32:00	4.72251	183	16.32	0	0	184	43.68	-0.579621	52.3883	-14.4905	283.35
T3	Trial     2	D4	0:32:00-0:33:00	4.39501	119	13.16	0	0	121	46.76	-0.964946	-3.82728	-24.1236	263.349
T3	Trial     2	D4	0:33:00-0:34:00	10.4712	210	33.52	0	0	211	26.48	1.69243	-75.8368	42.3107	628.274
T3	Trial     2	D4	0:34:00-0:35:00	7.02581	197	23.52	0	0	197	36.48	1.58343	-162.876	39.5857	421.549
T3	Trial     2	D4	0:35:00-0:36:00	7.63251	186	24.2	0	0	184	35.72	-1.05542	-58.0266	-26.3855	457.34
T3	Trial     2	D4	0:36:00-0:37:00	6.95716	185	22.84	0	0	185	37.16	2.78826	-88.2233	69.7065	417.429
T3	Trial     2	D4	0:37:00-0:38:00	7.18079	176	22.56	0	0	177	37.44	3.16569	-182.768	79.1422	430.848
T3	Trial     2	D4	0:38:00-0:39:00	6.91786	188	22.84	0	0	188	37.08	3.25588	54.8855	81.397	414.518
T3	Trial     2	D4	0:39:00-0:40:00	7.9272	194	25.4	0	0	194	34.6	2.72184	37.7768	68.0459	475.632
T3	Trial     2	D4	0:40:00-0:41:00	3.04767	62	7.2	0	0	64	52.72	-2.19735	95.5389	-54.9338	182.616
T3	Trial     2	D4	0:41:00-0:42:00	2.49603	90	7.48	0	0	91	52.52	3.94703	25.0402	98.6758	149.762
T3	Trial     2	D4	0:42:00-0:43:00	4.9115	156	17	0	0	157	43	2.00166	382.021	50.0415	294.69
T3	Trial     2	D4	0:43:00-0:44:00	7.04841	164	23	0	0	164	36.92	2.12583	75.81	53.1458	422.341
T3	Trial     2	D4	0:44:00-0:45:00	9.21637	127	25.28	0	0	128	34.72	3.52589	-3.23587	88.1473	552.982
T3	Trial     2	D4	0:45:00-0:46:00	7.22247	94	20.36	0	0	95	39.64	3.55913	42.8275	88.9782	433.348
T3	Trial     2	D4	0:46:00-0:47:00	8.48416	118	23.16	0	0	120	36.76	5.76076	196.385	144.019	508.371
T3	Trial     2	D4	0:47:00-0:48:00	3.78407	63	9.96	0	0	64	50.04	-2.57926	-128.398	-64.4815	227.044
T3	Trial     2	D4	0:48:00-0:49:00	1.83213	38	4.4	0	0	40	55.52	4.27799	581.219	106.95	109.781
T3	Trial     2	D4	0:49:00-0:50:00	0.651474	0	0	0	0	1	60	4.31275	137.176	107.819	39.0884
T3	Trial     4	A1	0:00:00-0:01:00	10.1895	150	28.08	0	0	150	31.68	-1.78919	-77.6414	-44.7297	608.924
T3	Trial     4	A1	0:01:00-0:02:00	11.0418	141	31.56	0	0	142	28.44	-0.991745	163.414	-24.7936	662.508
T3	Trial     4	A1	0:02:00-0:03:00	8.58746	161	26.36	0	0	161	33.64	-3.61972	-98.162	-90.493	515.247
T3	Trial     4	A1	0:03:00-0:04:00	7.33977	145	22.28	0	0	146	37.64	-1.35105	-45.9339	-33.7764	439.799
T3	Trial     4	A1	0:04:00-0:05:00	9.3742	146	26.84	0	0	147	33.16	-3.95651	-79.4925	-98.9126	562.452
T3	Trial     4	A1	0:05:00-0:06:00	8.57885	141	25.04	0	0	141	34.96	1.49239	167.562	37.3098	514.731
T3	Trial     4	A1	0:06:00-0:07:00	8.59602	148	25	0	0	148	34.92	2.23762	50.9265	55.9404	515.073
T3	Trial     4	A1	0:07:00-0:08:00	10.9543	148	32.28	0	0	149	27.72	-0.337909	-12.6787	-8.44772	657.258
T3	Trial     4	A1	0:08:00-0:09:00	8.06933	145	25.08	0	0	145	34.84	-0.648645	-105.368	-16.2161	483.514
T3	Trial     4	A1	0:09:00-0:10:00	8.92097	151	26.08	0	0	152	33.92	-2.26667	-46.1759	-56.6666	535.258
T3	Trial     4	A1	0:10:00-0:11:00	3.96097	148	12.96	0	0	149	47.04	2.1195	78.0373	52.9875	237.658
T3	Trial     4	A1	0:11:00-0:12:00	2.69294	130	8.76	0	0	132	51.16	-0.0227091	-84.1557	-0.567729	161.361
T3	Trial     4	A1	0:12:00-0:13:00	2.57938	145	8.96	0	0	146	51.04	-1.33287	-315.041	-33.3218	154.763
T3	Trial     4	A1	0:13:00-0:14:00	2.39642	135	7.68	0	0	135	52.32	0.67995	-106.474	16.9987	143.785
T3	Trial     4	A1	0:14:00-0:15:00	2.96109	164	10.48	0	0	165	49.44	1.98933	-98.9495	49.7332	177.429
T3	Trial     4	A1	0:15:00-0:16:00	2.90234	173	10.24	0	0	174	49.76	-1.38088	-121.679	-34.522	174.14
T3	Trial     4	A1	0:16:00-0:17:00	3.27607	194	11.96	0	0	196	47.96	-2.5918	-78.377	-64.7949	196.302
T3	Trial     4	A1	0:17:00-0:18:00	3.65479	183	12.84	0	0	183	47.16	-0.6845	-207.776	-17.1125	219.287
T3	Trial     4	A1	0:18:00-0:19:00	3.59826	184	13.12	0	0	184	46.88	-1.45979	-30.8146	-36.4948	215.896
T3	Trial     4	A1	0:19:00-0:20:00	3.78257	190	14.04	0	0	189	45.88	-2.10973	29.2799	-52.7433	226.652
T3	Trial     4	A1	0:20:00-0:21:00	6.08059	184	19.08	0	0	184	40.92	-0.0242945	49.4882	-0.607362	364.836
T3	Trial     4	A1	0:21:00-0:22:00	7.97624	162	23.88	0	0	162	36.12	-2.04468	-359.563	-51.117	478.574
T3	Trial     4	A1	0:22:00-0:23:00	9.692	155	27.8	0	0	154	32.12	-1.75569	-69.2234	-43.8922	580.744
T3	Trial     4	A1	0:23:00-0:24:00	9.49238	169	27.96	0	0	170	32.04	0.821532	3.35169	20.5383	569.543
T3	Trial     4	A1	0:24:00-0:25:00	10.9806	143	30.76	0	0	144	29.16	4.78425	-38.867	119.606	657.955
T3	Trial     4	A1	0:25:00-0:26:00	10.3308	152	30.32	0	0	151	29.68	0.425608	68.5574	10.6402	619.846
T3	Trial     4	A1	0:26:00-0:27:00	9.47365	170	28.36	0	0	171	31.64	0.485751	-172.999	12.1438	568.419
T3	Trial     4	A1	0:27:00-0:28:00	8.0102	164	24.52	0	0	165	35.4	1.14041	280.816	28.5104	479.971
T3	Trial     4	A1	0:28:00-0:29:00	10.5216	141	30.2	0	0	140	29.8	-0.929124	-144.422	-23.2281	631.299
T3	Trial     4	A1	0:29:00-0:30:00	9.80437	160	28.4	0	0	159	31.6	1.89144	-86.5323	47.286	588.262
T3	Trial     4	A1	0:30:00-0:31:00	8.22078	189	25.4	0	0	187	34.52	0.87912	52.5434	21.978	492.589
T3	Trial     4	A1	0:31:00-0:32:00	4.6579	188	16.24	0	0	188	43.76	0.243881	-139.56	6.09703	279.474
T3	Trial     4	A1	0:32:00-0:33:00	3.43608	155	12.76	0	0	155	47.16	0.310954	0.682543	7.77385	205.89
T3	Trial     4	A1	0:33:00-0:34:00	9.04208	176	27.16	0	0	176	32.84	0.594653	48.2596	14.8663	542.525
T3	Trial     4	A1	0:34:00-0:35:00	9.09015	183	28.8	0	0	183	31.2	-1.41714	76.6753	-35.4286	545.409
T3	Trial     4	A1	0:35:00-0:36:00	9.92836	195	31.12	0	0	194	28.8	0.896783	-14.4894	22.4196	594.907
T3	Trial     4	A1	0:36:00-0:37:00	9.81359	172	30.16	0	0	171	29.84	-2.23077	-136.574	-55.7692	588.816
T3	Trial     4	A1	0:37:00-0:38:00	6.72545	175	21.4	0	0	175	38.6	1.14982	38.1573	28.7455	403.527
T3	Trial     4	A1	0:38:00-0:39:00	2.44906	135	8	0	0	137	51.92	-1.83329	141.901	-45.8323	146.747
T3	Trial     4	A1	0:39:00-0:40:00	2.46941	144	8.2	0	0	145	51.8	0.176076	229.879	4.40191	148.164
T3	Trial     4	A1	0:40:00-0:41:00	3.91521	133	12.16	0	0	134	47.76	-0.200247	198.136	-5.00617	234.599
T3	Trial     4	A1	0:41:00-0:42:00	9.09924	149	25.6	0	0	150	34.4	-0.882485	-115.385	-22.0621	545.955
T3	Trial     4	A1	0:42:00-0:43:00	9.3264	153	26.8	0	0	153	33.2	1.31935	60.4509	32.9839	559.584
T3	Trial     4	A1	0:43:00-0:44:00	9.44964	153	26.84	0	0	153	33.08	1.03325	57.0276	25.8312	566.222
T3	Trial     4	A1	0:44:00-0:45:00	11.8491	139	32.28	0	0	138	27.72	2.38692	-3.52405	59.6731	710.948
T3	Trial     4	A1	0:45:00-0:46:00	10.0025	149	28.24	0	0	148	31.76	1.12912	111.707	28.2279	600.147
T3	Trial     4	A1	0:46:00-0:47:00	10.7757	148	31.32	0	0	147	28.6	0.0222018	-39.28	0.555044	645.683
T3	Trial     4	A1	0:47:00-0:48:00	10.1487	152	27.88	0	0	153	32.12	2.36698	9.91607	59.1746	608.922
T3	Trial     4	A1	0:48:00-0:49:00	9.11219	156	26	0	0	155	33.92	2.25706	116.561	56.4264	546.003
T3	Trial     4	A1	0:49:00-0:50:00	10.0797	148	30.48	0	0	147	29.52	-3.08791	-101.337	-77.1977	604.783
T3	Trial     4	A6	0:00:00-0:01:00	4.52829	122	13.8	0	0	124	45.96	-3.17933	-176.503	-79.4834	270.611
T3	Trial     4	A6	0:01:00-0:02:00	9.05158	154	24.92	0	0	155	35.08	-0.658284	-17.4539	-16.4571	543.095
T3	Trial     4	A6	0:02:00-0:03:00	9.63056	162	26.28	0	0	162	33.72	0.248464	93.9193	6.21161	577.834
T3	Trial     4	A6	0:03:00-0:04:00	7.25726	137	21.24	0	0	139	38.68	-2.44215	-144.708	-61.0538	434.855
